Player-additional,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,ERA+,WAR
kittran01,Andrew Kittredge,34.0,STL,NL,5.0,5.0,0.5,2.8,74.0,0.0,4.0,0.0,0.0,1.0,70.2,60.0,26.0,22.0,10.0,20.0,2.0,67.0,0.0,0.0,0.0,287.0,3.96,1.132,7.6,1.3,2.5,8.5,3.35,150.0,1.5
kleinwi01,Will Klein,24.0,KCR,AL,1.0,0.0,1.0,11.05,8.0,0.0,2.0,0.0,0.0,0.0,7.1,12.0,9.0,9.0,0.0,6.0,0.0,7.0,0.0,0.0,1.0,38.0,3.71,2.455,14.7,0.0,7.4,8.6,1.17,41.0,-0.3
knackla01,Landon Knack,26.0,LAD,NL,3.0,5.0,0.375,3.65,15.0,12.0,1.0,0.0,0.0,1.0,69.0,58.0,28.0,28.0,14.0,18.0,0.0,69.0,3.0,1.0,1.0,286.0,4.72,1.101,7.6,1.8,2.3,9.0,3.83,106.0,0.9
kochaja01,Jack Kochanowicz,23.0,LAA,AL,2.0,6.0,0.25,3.99,11.0,11.0,0.0,0.0,0.0,0.0,65.1,68.0,30.0,29.0,7.0,10.0,1.0,25.0,8.0,0.0,1.0,266.0,4.62,1.194,9.4,1.0,1.4,3.4,2.5,105.0,0.7
koenija01,Jared Koenig*,30.0,MIL,NL,9.0,4.0,0.692,2.47,55.0,6.0,5.0,0.0,0.0,1.0,62.0,54.0,22.0,17.0,4.0,23.0,4.0,63.0,4.0,0.0,0.0,265.0,3.28,1.242,7.8,0.6,3.3,9.1,2.74,170.0,1.5
kolekst01,Stephen Kolek,27.0,SDP,NL,3.0,0.0,1.0,5.21,42.0,0.0,12.0,0.0,0.0,0.0,46.2,59.0,30.0,27.0,4.0,12.0,0.0,39.0,3.0,0.0,2.0,211.0,3.57,1.521,11.4,0.8,2.3,7.5,3.25,79.0,-0.2
kopecmi01,Michael Kopech,28.0,CHW/LAD,2LG,6.0,8.0,0.429,3.46,67.0,0.0,35.0,0.0,0.0,15.0,67.2,44.0,27.0,26.0,9.0,34.0,2.0,88.0,5.0,2.0,6.0,279.0,4.02,1.153,5.9,1.2,4.5,11.7,2.59,117.0,1.3
kremede01,Dean Kremer,28.0,BAL,AL,8.0,10.0,0.444,4.1,24.0,24.0,0.0,0.0,0.0,0.0,129.2,110.0,72.0,59.0,18.0,51.0,0.0,123.0,3.0,1.0,1.0,553.0,4.32,1.242,7.6,1.2,3.5,8.5,2.41,92.0,0.5
kuhlch01,Chad Kuhl,31.0,CHW,AL,0.0,2.0,0.0,5.06,31.0,1.0,7.0,0.0,0.0,1.0,53.1,56.0,33.0,30.0,5.0,25.0,1.0,54.0,6.0,0.0,6.0,240.0,4.1,1.519,9.5,0.8,4.2,9.1,2.16,82.0,0.2
kuhnejo01,Joel Kuhnel,29.0,TBR,AL,0.0,0.0,,4.5,6.0,0.0,3.0,0.0,0.0,0.0,10.0,8.0,5.0,5.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,39.0,3.77,0.8,7.2,0.9,0.0,4.5,0.0,95.0,0.1
lambepe01,Peter Lambert,27.0,COL,NL,2.0,5.0,0.286,5.72,28.0,3.0,7.0,0.0,0.0,0.0,61.1,73.0,42.0,39.0,7.0,29.0,2.0,50.0,2.0,0.0,5.0,280.0,4.54,1.663,10.7,1.0,4.3,7.3,1.72,81.0,-0.5
langeal01,Alex Lange,28.0,DET,AL,0.0,3.0,0.0,4.34,21.0,0.0,10.0,0.0,0.0,2.0,18.2,16.0,16.0,9.0,0.0,17.0,0.0,21.0,2.0,0.0,4.0,90.0,3.97,1.768,7.7,0.0,8.2,10.1,1.24,95.0,-0.6
lasorjo01,Joe La Sorsa*,26.0,WSN,NL,0.0,0.0,,4.58,16.0,0.0,6.0,0.0,0.0,0.0,17.2,17.0,9.0,9.0,4.0,5.0,1.0,14.0,1.0,0.0,0.0,74.0,5.54,1.245,8.7,2.0,2.5,7.1,2.8,89.0,0.1
latzja01,Jacob Latz*,28.0,TEX,AL,2.0,3.0,0.4,3.71,46.0,0.0,9.0,0.0,0.0,0.0,43.2,39.0,20.0,18.0,6.0,27.0,3.0,40.0,1.0,0.0,4.0,192.0,5.04,1.511,8.0,1.2,5.6,8.2,1.48,107.0,0.3
lawde01,Derek Law,33.0,WSN,NL,7.0,4.0,0.636,2.6,75.0,0.0,8.0,0.0,0.0,1.0,90.0,82.0,31.0,26.0,7.0,24.0,0.0,76.0,1.0,0.0,6.0,365.0,3.32,1.178,8.2,0.7,2.4,7.6,3.17,155.0,1.9
lawreju01,Justin Lawrence,29.0,COL,NL,4.0,4.0,0.5,6.49,56.0,0.0,21.0,0.0,0.0,2.0,59.2,73.0,52.0,43.0,9.0,33.0,1.0,45.0,7.0,0.0,3.0,279.0,5.63,1.777,11.0,1.4,5.0,6.8,1.36,71.0,-1.7
lazarma01,Max Lazar,25.0,PHI,NL,0.0,0.0,,4.61,11.0,0.0,5.0,0.0,0.0,0.0,13.2,13.0,7.0,7.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,54.0,4.19,1.098,8.6,1.3,1.3,5.9,4.5,90.0,0.1
leahyky01,Kyle Leahy,27.0,STL,NL,1.0,1.0,0.5,4.07,33.0,0.0,14.0,0.0,0.0,1.0,48.2,40.0,23.0,22.0,4.0,10.0,0.0,33.0,1.0,0.0,3.0,191.0,3.56,1.027,7.4,0.7,1.8,6.1,3.3,104.0,0.2
leasujo01,Jordan Leasure,25.0,CHW,AL,0.0,2.0,0.0,6.32,33.0,0.0,4.0,0.0,0.0,2.0,31.1,32.0,22.0,22.0,6.0,18.0,0.0,26.0,1.0,0.0,3.0,142.0,5.82,1.596,9.2,1.7,5.2,7.5,1.44,66.0,-0.4
leclejo01,José Leclerc,30.0,TEX,AL,6.0,5.0,0.545,4.32,64.0,0.0,13.0,0.0,0.0,1.0,66.2,56.0,33.0,32.0,7.0,32.0,1.0,89.0,4.0,2.0,5.0,288.0,3.48,1.32,7.6,0.9,4.3,12.0,2.78,92.0,0.0
leedy01,Dylan Lee*,29.0,ATL,NL,4.0,2.0,0.667,2.11,52.0,0.0,8.0,0.0,0.0,0.0,59.2,49.0,19.0,14.0,7.0,17.0,4.0,76.0,0.0,0.0,0.0,240.0,3.0,1.106,7.4,1.1,2.6,11.5,4.47,197.0,1.3
legumca01,Casey Legumina,27.0,CIN,NL,0.0,0.0,,8.68,6.0,0.0,6.0,0.0,0.0,0.0,9.1,15.0,11.0,9.0,2.0,2.0,0.0,7.0,1.0,0.0,0.0,47.0,5.42,1.821,14.5,1.9,1.9,6.8,3.5,52.0,-0.3
leibrbr01,Brandon Leibrandt*,31.0,CIN,NL,0.0,0.0,,9.95,2.0,0.0,1.0,0.0,0.0,0.0,6.1,11.0,7.0,7.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,32.0,8.69,2.053,15.6,4.3,2.8,7.1,2.5,47.0,-0.2
leiteja01,Jack Leiter,24.0,TEX,AL,0.0,3.0,0.0,8.83,9.0,6.0,1.0,0.0,0.0,0.0,35.2,44.0,39.0,35.0,7.0,17.0,0.0,31.0,3.0,0.0,3.0,173.0,5.66,1.71,11.1,1.8,4.3,7.8,1.82,45.0,-1.6
leitema02,Mark Leiter Jr.,33.0,CHC/NYY,2LG,4.0,5.0,0.444,4.5,60.0,0.0,7.0,0.0,0.0,0.0,58.0,55.0,34.0,29.0,8.0,22.0,1.0,86.0,3.0,0.0,5.0,256.0,3.29,1.328,8.5,1.2,3.4,13.3,3.91,91.0,-0.4
leonedo01,Dominic Leone,32.0,CHW,AL,0.0,2.0,0.0,6.63,23.0,0.0,4.0,0.0,0.0,0.0,19.0,20.0,17.0,14.0,4.0,14.0,1.0,17.0,0.0,0.0,2.0,89.0,6.32,1.789,9.5,1.9,6.6,8.1,1.21,63.0,-0.7
liberma01,Matthew Liberatore*,24.0,STL,NL,3.0,4.0,0.429,4.4,60.0,6.0,8.0,0.0,0.0,0.0,86.0,81.0,44.0,42.0,11.0,28.0,3.0,76.0,2.0,0.0,3.0,358.0,4.11,1.267,8.5,1.2,2.9,8.0,2.71,95.0,0.3
litteza01,Zack Littell,28.0,TBR,AL,8.0,10.0,0.444,3.63,29.0,29.0,0.0,0.0,0.0,0.0,156.1,164.0,68.0,63.0,22.0,31.0,0.0,141.0,5.0,0.0,0.0,656.0,3.88,1.247,9.4,1.3,1.8,8.1,4.55,110.0,2.7
littlbr02,Brendon Little*,27.0,TOR,AL,1.0,2.0,0.333,3.74,49.0,0.0,7.0,0.0,0.0,1.0,45.2,41.0,21.0,19.0,7.0,19.0,2.0,36.0,1.0,0.0,5.0,193.0,4.9,1.314,8.1,1.4,3.7,7.1,1.89,108.0,0.1
littllu01,Luke Little*,23.0,CHC,NL,3.0,1.0,0.75,3.46,30.0,1.0,7.0,0.0,0.0,0.0,26.0,15.0,11.0,10.0,1.0,18.0,1.0,28.0,4.0,0.0,3.0,109.0,4.05,1.269,5.2,0.3,6.2,9.7,1.56,116.0,0.3
livelbe01,Ben Lively,32.0,CLE,AL,13.0,10.0,0.565,3.81,29.0,29.0,0.0,0.0,0.0,0.0,151.0,139.0,67.0,64.0,23.0,49.0,0.0,118.0,5.0,1.0,2.0,632.0,4.66,1.245,8.3,1.4,2.9,7.0,2.41,107.0,1.5
lodolni01,Nick Lodolo*,26.0,CIN,NL,9.0,6.0,0.6,4.76,21.0,21.0,0.0,0.0,0.0,0.0,115.1,101.0,62.0,61.0,13.0,37.0,0.0,122.0,18.0,0.0,1.0,493.0,3.95,1.197,7.9,1.0,2.9,9.5,3.3,92.0,1.2
longsa01,Sam Long*,28.0,KCR,AL,3.0,3.0,0.5,3.16,43.0,0.0,5.0,0.0,0.0,1.0,42.2,34.0,17.0,15.0,5.0,17.0,1.0,44.0,1.0,1.0,3.0,176.0,3.89,1.195,7.2,1.1,3.6,9.3,2.59,135.0,0.7
lopezja04,Jacob Lopez*,26.0,TBR,AL,0.0,0.0,,5.23,4.0,1.0,1.0,0.0,0.0,0.0,10.1,5.0,7.0,6.0,2.0,7.0,0.0,8.0,2.0,0.0,0.0,46.0,6.75,1.161,4.4,1.7,6.1,7.0,1.14,79.0,0.0
lopezjo02,Jorge López,31.0,CHC/NYM,NL,2.0,3.0,0.4,2.89,52.0,0.0,16.0,0.0,0.0,4.0,53.0,46.0,19.0,17.0,6.0,19.0,1.0,50.0,2.0,0.0,2.0,217.0,3.94,1.226,7.8,1.0,3.2,8.5,2.63,139.0,0.9
lopezpa01,Pablo López,28.0,MIN,AL,15.0,10.0,0.6,4.08,32.0,32.0,0.0,0.0,0.0,0.0,185.1,180.0,90.0,84.0,26.0,41.0,0.0,198.0,8.0,0.0,3.0,772.0,3.65,1.192,8.7,1.3,2.0,9.6,4.83,102.0,2.5
lopezre01,Reynaldo López,30.0,ATL,NL,8.0,5.0,0.615,1.99,26.0,25.0,0.0,0.0,0.0,0.0,135.2,108.0,32.0,30.0,10.0,42.0,0.0,148.0,2.0,1.0,2.0,543.0,2.92,1.106,7.2,0.7,2.8,9.8,3.52,208.0,5.1
lorenmi01,Michael Lorenzen,32.0,KCR/TEX,AL,7.0,6.0,0.538,3.31,26.0,24.0,1.0,0.0,0.0,0.0,130.1,101.0,49.0,48.0,17.0,60.0,0.0,97.0,6.0,0.0,3.0,536.0,4.89,1.235,7.0,1.2,4.1,6.7,1.62,121.0,2.6
lovelri01,Richard Lovelady*,28.0,CHC/TBR,2LG,3.0,6.0,0.333,4.46,35.0,0.0,8.0,0.0,0.0,2.0,34.1,34.0,18.0,17.0,3.0,11.0,1.0,26.0,2.0,0.0,1.0,147.0,3.92,1.311,8.9,0.8,2.9,6.8,2.36,91.0,0.2
lowderh01,Rhett Lowder,22.0,CIN,NL,2.0,2.0,0.5,1.17,6.0,6.0,0.0,0.0,0.0,0.0,30.2,25.0,4.0,4.0,0.0,14.0,0.0,22.0,0.0,0.0,0.0,128.0,3.1,1.272,7.3,0.0,4.1,6.5,1.57,378.0,1.9
lucasea01,Easton Lucas*,27.0,3TM,AL,1.0,0.0,1.0,10.8,8.0,0.0,2.0,0.0,0.0,0.0,11.2,17.0,15.0,14.0,1.0,9.0,0.0,10.0,1.0,0.0,0.0,61.0,5.14,2.229,13.1,0.8,6.9,7.7,1.11,41.0,-0.6
lucchjo01,Joey Lucchesi*,31.0,NYM,NL,0.0,2.0,0.0,5.23,2.0,2.0,0.0,0.0,0.0,0.0,10.1,8.0,6.0,6.0,1.0,8.0,0.0,7.0,0.0,0.0,1.0,46.0,5.39,1.548,7.0,0.9,7.0,6.1,0.88,78.0,0.0
lugose01,Seth Lugo,34.0,KCR,AL,16.0,9.0,0.64,3.0,33.0,33.0,0.0,1.0,0.0,0.0,206.2,177.0,75.0,69.0,16.0,48.0,1.0,181.0,9.0,0.0,4.0,836.0,3.25,1.089,7.7,0.7,2.1,7.9,3.77,141.0,5.3
luzarje01,Jesús Luzardo*,26.0,MIA,NL,3.0,6.0,0.333,5.0,12.0,12.0,0.0,0.0,0.0,0.0,66.2,61.0,37.0,37.0,9.0,22.0,0.0,58.0,2.0,0.0,3.0,274.0,4.26,1.245,8.2,1.2,3.0,7.8,2.64,91.0,0.9
lylesjo01,Jordan Lyles,33.0,KCR,AL,0.0,0.0,,0.0,5.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,19.0,3.17,0.8,3.6,0.0,3.6,5.4,1.5,,0.2
lynchda02,Daniel Lynch IV*,27.0,KCR,AL,2.0,0.0,1.0,3.32,16.0,3.0,3.0,0.0,0.0,1.0,43.1,29.0,17.0,16.0,6.0,14.0,0.0,39.0,4.0,0.0,0.0,174.0,4.41,0.992,6.0,1.2,2.9,8.1,2.79,128.0,0.9
lynnla01,Lance Lynn,37.0,STL,NL,7.0,4.0,0.636,3.84,23.0,23.0,0.0,0.0,0.0,0.0,117.1,113.0,64.0,50.0,16.0,44.0,0.0,109.0,4.0,0.0,3.0,511.0,4.31,1.338,8.7,1.2,3.4,8.4,2.48,109.0,0.3
maciejo01,Josh Maciejewski*,28.0,NYY,AL,0.0,0.0,,2.57,4.0,0.0,4.0,0.0,0.0,0.0,7.0,4.0,2.0,2.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,27.0,3.88,0.857,5.1,1.3,2.6,9.0,3.5,168.0,0.1
maddety01,Ty Madden,24.0,DET,AL,1.0,1.0,0.5,4.3,6.0,1.0,0.0,0.0,0.0,0.0,23.0,25.0,12.0,11.0,2.0,8.0,0.0,17.0,1.0,0.0,0.0,101.0,3.99,1.435,9.8,0.8,3.1,6.7,2.13,96.0,-0.1
maedake01,Kenta Maeda,36.0,DET,AL,3.0,7.0,0.3,6.09,29.0,17.0,2.0,0.0,0.0,0.0,112.1,124.0,80.0,76.0,22.0,31.0,0.0,96.0,5.0,0.0,3.0,485.0,4.97,1.38,9.9,1.8,2.5,7.7,3.1,67.0,-1.7
mahlety01,Tyler Mahle,29.0,TEX,AL,0.0,1.0,0.0,4.97,3.0,3.0,0.0,0.0,0.0,0.0,12.2,14.0,7.0,7.0,1.0,4.0,0.0,10.0,1.0,0.0,1.0,56.0,3.8,1.421,9.9,0.7,2.8,7.1,2.5,82.0,0.0
maldoan01,Anthony Maldonado,26.0,MIA,NL,1.0,1.0,0.5,5.68,16.0,1.0,6.0,0.0,0.0,1.0,19.0,21.0,12.0,12.0,1.0,7.0,3.0,11.0,0.0,0.0,1.0,82.0,3.8,1.474,9.9,0.5,3.3,5.2,1.57,81.0,0.2
manaese01,Sean Manaea*,32.0,NYM,NL,12.0,6.0,0.667,3.47,32.0,32.0,0.0,0.0,0.0,0.0,181.2,134.0,75.0,70.0,21.0,63.0,0.0,184.0,9.0,0.0,4.0,738.0,3.83,1.084,6.6,1.0,3.1,9.1,2.92,114.0,3.0
mannima02,Matt Manning,26.0,DET,AL,0.0,1.0,0.0,4.88,5.0,5.0,0.0,0.0,0.0,0.0,27.2,31.0,15.0,15.0,3.0,12.0,0.0,23.0,0.0,0.0,1.0,123.0,4.22,1.554,10.1,1.0,3.9,7.5,1.92,84.0,0.1
manoaal01,Alek Manoah,26.0,TOR,AL,1.0,2.0,0.333,3.7,5.0,5.0,0.0,0.0,0.0,0.0,24.1,17.0,16.0,10.0,5.0,8.0,0.0,26.0,4.0,0.0,1.0,103.0,5.18,1.027,6.3,1.8,3.0,9.6,3.25,110.0,-0.4
mantijo01,Joe Mantiply*,33.0,ARI,NL,6.0,2.0,0.75,3.92,75.0,2.0,8.0,0.0,0.0,1.0,59.2,52.0,27.0,26.0,1.0,18.0,7.0,53.0,0.0,1.0,3.0,243.0,2.51,1.173,7.8,0.2,2.7,8.0,2.94,107.0,0.5
marinro01,Ron Marinaccio,28.0,NYY,AL,1.0,0.0,1.0,3.86,16.0,0.0,4.0,0.0,0.0,0.0,23.1,18.0,11.0,10.0,4.0,10.0,0.0,25.0,3.0,1.0,0.0,99.0,4.92,1.2,6.9,1.5,3.9,9.6,2.5,108.0,0.2
marshal01,Alec Marsh,26.0,KCR,AL,9.0,9.0,0.5,4.53,26.0,25.0,1.0,0.0,0.0,0.0,129.0,123.0,70.0,65.0,19.0,39.0,1.0,123.0,11.0,1.0,3.0,548.0,4.34,1.256,8.6,1.3,2.7,8.6,3.15,93.0,0.9
martejo01,José Marte,28.0,LAA,AL,0.0,0.0,,2.33,14.0,0.0,3.0,0.0,0.0,0.0,19.1,14.0,6.0,5.0,1.0,10.0,0.0,14.0,1.0,0.0,2.0,80.0,4.1,1.241,6.5,0.5,4.7,6.5,1.4,183.0,0.5
marteyu01,Yunior Marté,29.0,PHI,NL,0.0,0.0,,6.92,23.0,0.0,5.0,0.0,0.0,0.0,26.0,34.0,22.0,20.0,5.0,15.0,0.0,23.0,0.0,0.0,3.0,127.0,5.63,1.885,11.8,1.7,5.2,8.0,1.53,59.0,-0.7
martich02,Chris Martin,38.0,BOS,AL,3.0,1.0,0.75,3.45,45.0,0.0,9.0,0.0,0.0,2.0,44.1,47.0,22.0,17.0,5.0,3.0,1.0,50.0,3.0,0.0,2.0,180.0,2.78,1.128,9.5,1.0,0.6,10.2,16.67,124.0,0.2
martida03,Davis Martin,27.0,CHW,AL,0.0,5.0,0.0,4.32,11.0,10.0,0.0,0.0,0.0,0.0,50.0,50.0,25.0,24.0,5.0,23.0,0.0,47.0,5.0,0.0,2.0,220.0,4.27,1.46,9.0,0.9,4.1,8.5,2.04,96.0,0.9
martiju01,Justin Martínez,22.0,ARI,NL,5.0,6.0,0.455,2.48,64.0,0.0,28.0,0.0,0.0,8.0,72.2,59.0,26.0,20.0,2.0,36.0,6.0,91.0,2.0,1.0,8.0,308.0,2.59,1.307,7.3,0.2,4.5,11.3,2.53,170.0,2.0
martini01,Nick Martinez,33.0,CIN,NL,10.0,7.0,0.588,3.1,42.0,16.0,3.0,1.0,0.0,0.0,142.1,128.0,56.0,49.0,13.0,18.0,0.0,116.0,5.0,0.0,4.0,570.0,3.21,1.026,8.1,0.8,1.1,7.3,6.44,142.0,4.0
martise01,Seth Martinez,29.0,HOU,AL,3.0,2.0,0.6,3.59,44.0,0.0,14.0,0.0,0.0,1.0,52.2,49.0,24.0,21.0,7.0,18.0,1.0,36.0,4.0,2.0,0.0,222.0,4.78,1.272,8.4,1.2,3.1,6.2,2.0,111.0,0.4
matonph01,Phil Maton,31.0,NYM/TBR,2LG,3.0,3.0,0.5,3.66,71.0,0.0,16.0,0.0,0.0,3.0,64.0,47.0,27.0,26.0,7.0,24.0,1.0,60.0,9.0,0.0,1.0,265.0,4.26,1.109,6.6,1.0,3.4,8.4,2.5,110.0,0.9
matsuyu01,Yuki Matsui*,28.0,SDP,NL,4.0,2.0,0.667,3.73,64.0,0.0,14.0,0.0,0.0,0.0,62.2,46.0,27.0,26.0,8.0,27.0,4.0,69.0,0.0,0.0,8.0,257.0,3.92,1.165,6.6,1.1,3.9,9.9,2.56,110.0,0.8
matthze01,Zebby Matthews,24.0,MIN,AL,1.0,4.0,0.2,6.69,9.0,9.0,0.0,0.0,0.0,0.0,37.2,51.0,31.0,28.0,11.0,11.0,0.0,43.0,2.0,0.0,1.0,177.0,5.72,1.646,12.2,2.6,2.6,10.3,3.91,63.0,-0.7
mattsis01,Isaac Mattson,28.0,PIT,NL,0.0,0.0,,5.06,3.0,0.0,1.0,0.0,0.0,0.0,5.1,1.0,3.0,3.0,0.0,5.0,0.0,6.0,1.0,0.0,0.0,23.0,4.29,1.125,1.7,0.0,8.4,10.1,1.2,88.0,0.0
matzety01,Tyler Matzek*,33.0,ATL,NL,0.0,0.0,,9.9,11.0,0.0,1.0,0.0,0.0,0.0,10.0,16.0,11.0,11.0,3.0,3.0,0.0,10.0,0.0,0.0,2.0,48.0,5.97,1.9,14.4,2.7,2.7,9.0,3.33,43.0,-0.5
matzst01,Steven Matz*,33.0,STL,NL,1.0,2.0,0.333,5.08,12.0,7.0,2.0,0.0,0.0,0.0,44.1,49.0,28.0,25.0,7.0,15.0,1.0,33.0,2.0,0.0,1.0,190.0,4.88,1.444,9.9,1.4,3.0,6.7,2.2,83.0,-0.2
mayzati01,Tim Mayza*,32.0,NYY/TOR,AL,0.0,2.0,0.0,6.33,50.0,0.0,12.0,0.0,0.0,0.0,42.2,54.0,34.0,30.0,5.0,15.0,2.0,28.0,1.0,0.0,1.0,195.0,4.5,1.617,11.4,1.1,3.2,5.9,1.87,65.0,-1.3
mazurad01,Adam Mazur,23.0,SDP,NL,1.0,3.0,0.25,7.49,8.0,8.0,0.0,0.0,0.0,0.0,33.2,40.0,28.0,28.0,6.0,21.0,0.0,22.0,2.0,0.0,0.0,158.0,6.23,1.812,10.7,1.6,5.6,5.9,1.05,55.0,-0.6
mcartja01,James McArthur,27.0,KCR,AL,5.0,7.0,0.417,4.92,57.0,0.0,38.0,0.0,0.0,18.0,56.2,68.0,36.0,31.0,8.0,14.0,2.0,49.0,3.0,0.0,1.0,247.0,4.17,1.447,10.8,1.3,2.2,7.8,3.5,86.0,-0.5
mccauda01,Darren McCaughan,28.0,CLE/MIA,2LG,0.0,0.0,,6.21,12.0,5.0,5.0,0.0,0.0,2.0,42.0,53.0,32.0,29.0,9.0,15.0,0.0,28.0,6.0,0.0,2.0,195.0,6.12,1.619,11.4,1.9,3.2,6.0,1.87,73.0,-0.4
mcfartj01,T.J. McFarland*,35.0,OAK,AL,2.0,4.0,0.333,3.81,79.0,0.0,12.0,0.0,0.0,0.0,56.2,53.0,28.0,24.0,4.0,17.0,5.0,39.0,4.0,0.0,0.0,235.0,3.82,1.235,8.4,0.6,2.7,6.2,2.29,104.0,0.6
mcgousc01,Scott McGough,34.0,ARI,NL,1.0,3.0,0.25,7.44,26.0,2.0,7.0,0.0,0.0,0.0,32.2,34.0,30.0,27.0,6.0,21.0,0.0,25.0,1.0,1.0,1.0,150.0,6.04,1.684,9.4,1.7,5.8,6.9,1.19,57.0,-1.1
mcgremi01,Michael McGreevy,23.0,STL,NL,3.0,0.0,1.0,1.96,4.0,3.0,1.0,0.0,0.0,0.0,23.0,16.0,5.0,5.0,1.0,2.0,0.0,18.0,1.0,0.0,0.0,86.0,2.56,0.783,6.3,0.4,0.8,7.0,9.0,217.0,0.9
mckentr01,Triston McKenzie,26.0,CLE,AL,3.0,5.0,0.375,5.11,16.0,16.0,0.0,0.0,0.0,0.0,75.2,69.0,46.0,43.0,19.0,49.0,1.0,74.0,1.0,0.0,5.0,340.0,6.46,1.559,8.2,2.3,5.8,8.8,1.51,80.0,-0.5
mcmiljo01,John McMillon,26.0,MIA,NL,2.0,1.0,0.667,1.5,10.0,0.0,5.0,0.0,0.0,0.0,12.0,7.0,4.0,2.0,1.0,5.0,0.0,13.0,0.0,0.0,0.0,47.0,3.33,1.0,5.3,0.8,3.8,9.8,2.6,309.0,0.7
meansjo01,John Means*,31.0,BAL,AL,2.0,0.0,1.0,2.61,4.0,4.0,0.0,0.0,0.0,0.0,20.2,16.0,6.0,6.0,2.0,2.0,0.0,16.0,1.0,0.0,0.0,80.0,3.31,0.871,7.0,0.9,0.9,7.0,8.0,146.0,0.7
mearsni01,Nick Mears,27.0,COL/MIL,NL,1.0,5.0,0.167,5.93,54.0,0.0,12.0,0.0,0.0,0.0,57.2,61.0,40.0,38.0,7.0,24.0,1.0,75.0,0.0,0.0,3.0,256.0,3.39,1.474,9.5,1.1,3.7,11.7,3.13,77.0,-0.4
medervi01,Víctor Mederos,23.0,LAA,AL,0.0,1.0,0.0,11.81,4.0,0.0,1.0,0.0,0.0,0.0,5.1,7.0,7.0,7.0,1.0,6.0,0.0,5.0,0.0,0.0,0.0,27.0,7.1,2.438,11.8,1.7,10.1,8.4,0.83,38.0,-0.3
medinlu02,Luis Medina,25.0,OAK,AL,2.0,4.0,0.333,5.18,8.0,8.0,0.0,0.0,0.0,0.0,40.0,43.0,24.0,23.0,4.0,20.0,1.0,32.0,1.0,0.0,5.0,180.0,4.44,1.575,9.7,0.9,4.5,7.2,1.6,77.0,0.3
megiltr01,Trevor Megill,30.0,MIL,NL,1.0,3.0,0.25,2.72,48.0,0.0,26.0,0.0,0.0,21.0,46.1,33.0,16.0,14.0,4.0,14.0,4.0,50.0,1.0,0.0,4.0,183.0,3.1,1.014,6.4,0.8,2.7,9.7,3.57,155.0,1.3
megilty01,Tylor Megill,28.0,NYM,NL,4.0,5.0,0.444,4.04,16.0,15.0,0.0,0.0,0.0,0.0,78.0,70.0,39.0,35.0,8.0,32.0,0.0,91.0,4.0,0.0,4.0,337.0,3.55,1.308,8.1,0.9,3.7,10.5,2.84,98.0,0.5
mercami01,Michael Mercado,25.0,PHI,NL,1.0,2.0,0.333,11.08,5.0,2.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,16.0,9.0,9.0,0.0,10.0,1.0,0.0,1.0,64.0,12.94,1.923,11.1,6.2,6.2,6.9,1.11,38.0,-0.7
merryju01,Julian Merryweather,32.0,CHC,NL,1.0,1.0,0.5,6.6,15.0,0.0,4.0,0.0,0.0,0.0,15.0,18.0,11.0,11.0,0.0,9.0,0.0,14.0,3.0,0.0,2.0,74.0,3.7,1.8,10.8,0.0,5.4,8.4,1.56,62.0,-0.4
meyerma01,Max Meyer,25.0,MIA,NL,3.0,5.0,0.375,5.68,11.0,11.0,0.0,0.0,0.0,0.0,57.0,62.0,38.0,36.0,14.0,19.0,0.0,46.0,3.0,0.0,0.0,248.0,5.9,1.421,9.8,2.2,3.0,7.3,2.42,80.0,0.0
mikolmi01,Miles Mikolas,35.0,STL,NL,10.0,11.0,0.476,5.35,32.0,32.0,0.0,0.0,0.0,0.0,171.2,194.0,106.0,102.0,26.0,25.0,0.0,122.0,5.0,1.0,0.0,720.0,4.24,1.276,10.2,1.4,1.3,6.4,4.88,78.0,-0.2
mileywa01,Wade Miley*,37.0,MIL,NL,0.0,1.0,0.0,6.43,2.0,2.0,0.0,0.0,0.0,0.0,7.0,6.0,5.0,5.0,1.0,4.0,0.0,2.0,1.0,1.0,0.0,30.0,6.6,1.429,7.7,1.3,5.1,2.6,0.5,68.0,-0.1
millebo06,Bobby Miller,25.0,LAD,NL,2.0,4.0,0.333,8.52,13.0,13.0,0.0,0.0,0.0,0.0,56.0,69.0,53.0,53.0,17.0,30.0,0.0,52.0,2.0,0.0,7.0,258.0,6.97,1.768,11.1,2.7,4.8,8.4,1.73,46.0,-1.9
