Player-additional,Player,Age,Team,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,ERA+,WAR
hamilia01,Ian Hamilton,29.0,NYY,AL,0.0,1.0,0.0,3.82,35.0,0.0,5.0,0.0,0.0,1.0,37.2,37.0,17.0,16.0,2.0,14.0,0.0,41.0,3.0,0.0,0.0,163.0,3.03,1.354,8.8,0.5,3.3,9.8,2.93,108.0,0.5
hancoem01,Emerson Hancock,25.0,SEA,AL,4.0,4.0,0.5,4.75,12.0,12.0,0.0,0.0,0.0,0.0,60.2,62.0,37.0,32.0,12.0,19.0,0.0,39.0,6.0,0.0,0.0,266.0,5.69,1.335,9.2,1.8,2.8,5.8,2.05,78.0,-0.6
hanifbr01,Brenan Hanifee,26.0,DET,AL,1.0,1.0,0.5,1.84,21.0,3.0,1.0,0.0,0.0,0.0,29.1,27.0,7.0,6.0,2.0,6.0,0.0,23.0,0.0,0.0,0.0,120.0,3.1,1.125,8.3,0.6,1.8,7.1,3.83,223.0,0.9
harriho03,Hogan Harris*,27.0,OAK,AL,4.0,4.0,0.5,2.86,21.0,9.0,4.0,0.0,0.0,0.0,72.1,65.0,29.0,23.0,7.0,33.0,0.0,61.0,3.0,1.0,3.0,305.0,4.23,1.355,8.1,0.9,4.1,7.6,1.85,138.0,1.9
harriky01,Kyle Harrison*,22.0,SFG,NL,7.0,7.0,0.5,4.56,24.0,24.0,0.0,0.0,0.0,0.0,124.1,125.0,65.0,63.0,18.0,42.0,0.0,118.0,7.0,1.0,2.0,532.0,4.33,1.343,9.0,1.3,3.0,8.5,2.81,85.0,0.6
hartlge01,Geoff Hartlieb,30.0,COL,NL,0.0,0.0,,9.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,10.0,9.0,1.0,4.0,1.0,7.0,0.0,1.0,2.0,44.0,4.39,1.889,13.0,1.0,4.0,7.0,1.75,53.0,-0.4
hartwgr01,Grant Hartwig,26.0,NYM,NL,0.0,0.0,,6.75,4.0,0.0,2.0,0.0,0.0,0.0,6.2,6.0,6.0,5.0,1.0,4.0,0.0,4.0,2.0,0.0,0.0,31.0,6.62,1.5,8.1,1.4,5.4,5.4,1.0,62.0,-0.1
harvehu01,Hunter Harvey,29.0,KCR/WSN,2LG,2.0,4.0,0.333,4.44,49.0,0.0,3.0,0.0,0.0,1.0,50.2,51.0,28.0,25.0,5.0,16.0,2.0,55.0,5.0,0.0,2.0,219.0,3.52,1.322,9.1,0.9,2.8,9.8,3.44,92.0,-0.1
heanean01,Andrew Heaney*,33.0,TEX,AL,5.0,14.0,0.263,4.28,32.0,31.0,0.0,0.0,0.0,0.0,160.0,159.0,84.0,76.0,23.0,41.0,1.0,159.0,12.0,0.0,2.0,693.0,4.04,1.25,8.9,1.3,2.3,8.9,3.88,92.0,0.8
heasljo01,Jonathan Heasley,27.0,BAL,AL,0.0,1.0,0.0,16.88,4.0,0.0,2.0,0.0,0.0,0.0,5.1,10.0,11.0,10.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,29.0,8.79,2.438,16.9,3.4,5.1,6.8,1.33,24.0,-0.6
hellebe01,Ben Heller,32.0,PIT,NL,0.0,1.0,0.0,11.25,8.0,0.0,2.0,0.0,0.0,0.0,12.0,19.0,16.0,15.0,1.0,6.0,1.0,15.0,6.0,0.0,0.0,66.0,4.75,2.083,14.3,0.8,4.5,11.3,2.5,38.0,-0.7
helslry01,Ryan Helsley,29.0,STL,NL,7.0,4.0,0.636,2.04,65.0,0.0,62.0,0.0,0.0,49.0,66.1,50.0,19.0,15.0,3.0,23.0,3.0,79.0,0.0,0.0,1.0,266.0,2.41,1.101,6.8,0.4,3.1,10.7,3.43,206.0,3.0
hendrky01,Kyle Hendricks,34.0,CHC,NL,4.0,12.0,0.25,5.92,29.0,24.0,4.0,0.0,0.0,0.0,130.2,147.0,88.0,86.0,21.0,43.0,0.0,87.0,3.0,0.0,0.0,567.0,4.98,1.454,10.1,1.4,3.0,6.0,2.02,67.0,-1.6
henriro01,Ronny Henriquez,24.0,MIN,AL,1.0,1.0,0.5,3.26,16.0,1.0,6.0,0.0,0.0,0.0,19.1,20.0,8.0,7.0,2.0,5.0,1.0,15.0,2.0,0.0,1.0,82.0,4.05,1.293,9.3,0.9,2.3,7.0,3.0,130.0,0.3
henryto01,Tommy Henry*,26.0,ARI,NL,2.0,3.0,0.4,7.04,9.0,7.0,1.0,0.0,0.0,0.0,38.1,49.0,31.0,30.0,9.0,18.0,0.0,30.0,4.0,0.0,0.0,182.0,6.38,1.748,11.5,2.1,4.2,7.0,1.67,60.0,-0.8
hentgsa01,Sam Hentges*,27.0,CLE,AL,0.0,0.0,,3.04,25.0,0.0,4.0,0.0,0.0,0.0,23.2,18.0,8.0,8.0,3.0,5.0,0.0,27.0,0.0,0.0,0.0,91.0,3.17,0.972,6.8,1.1,1.9,10.3,5.4,136.0,0.4
hergeji01,Jimmy Herget,30.0,ATL,NL,0.0,1.0,0.0,4.38,8.0,0.0,7.0,0.0,0.0,0.0,12.1,13.0,6.0,6.0,2.0,3.0,0.0,15.0,0.0,0.0,0.0,52.0,3.57,1.297,9.5,1.5,2.2,10.9,5.0,97.0,0.1
hergeke01,Kevin Herget,33.0,MIL,NL,0.0,0.0,,1.59,7.0,0.0,5.0,0.0,0.0,1.0,11.1,6.0,2.0,2.0,1.0,3.0,0.0,9.0,0.0,0.0,0.0,43.0,3.52,0.794,4.8,0.8,2.4,7.1,3.0,272.0,0.3
hernaca04,Carlos Hernández,27.0,KCR,AL,0.0,1.0,0.0,3.3,27.0,0.0,10.0,0.0,0.0,0.0,30.0,24.0,14.0,11.0,1.0,16.0,0.0,27.0,1.0,0.0,1.0,129.0,3.5,1.333,7.2,0.3,4.8,8.1,1.69,129.0,0.2
hernada03,Daysbel Hernández,27.0,ATL,NL,3.0,0.0,1.0,2.5,16.0,0.0,6.0,0.0,0.0,0.0,18.0,10.0,6.0,5.0,0.0,10.0,1.0,26.0,1.0,0.0,1.0,74.0,2.11,1.111,5.0,0.0,5.0,13.0,2.6,169.0,0.4
hernael01,Elieser Hernández,29.0,LAD/MIL,NL,0.0,1.0,0.0,6.32,9.0,1.0,3.0,0.0,0.0,0.0,15.2,14.0,11.0,11.0,5.0,5.0,0.0,8.0,0.0,0.0,2.0,64.0,7.25,1.213,8.0,2.9,2.9,4.6,1.6,66.0,-0.3
hernajo02,Jonathan Hernández,27.0,TEX,AL,3.0,1.0,0.75,5.4,29.0,1.0,10.0,0.0,0.0,0.0,43.1,41.0,28.0,26.0,6.0,28.0,1.0,39.0,1.0,0.0,2.0,192.0,5.17,1.592,8.5,1.2,5.8,8.1,1.39,74.0,-0.4
hernajo03,Jose Hernandez*,26.0,PIT,NL,1.0,1.0,0.5,3.38,7.0,0.0,2.0,0.0,0.0,1.0,5.1,5.0,2.0,2.0,1.0,4.0,1.0,4.0,0.0,1.0,1.0,25.0,6.35,1.688,8.4,1.7,6.8,6.8,1.0,132.0,0.2
hernani01,Nick Hernandez,29.0,HOU,AL,0.0,0.0,,7.88,5.0,0.0,2.0,0.0,0.0,0.0,8.0,10.0,7.0,7.0,4.0,1.0,0.0,10.0,0.0,0.0,0.0,34.0,7.54,1.375,11.3,4.5,1.1,11.3,10.0,52.0,-0.1
herriti01,Tim Herrin*,27.0,CLE,AL,5.0,1.0,0.833,1.92,75.0,0.0,6.0,0.0,0.0,0.0,65.2,39.0,17.0,14.0,2.0,25.0,1.0,68.0,5.0,1.0,3.0,257.0,2.86,0.975,5.3,0.3,3.4,9.3,2.72,213.0,1.8
herzdj01,DJ Herz*,23.0,WSN,NL,4.0,9.0,0.308,4.16,19.0,19.0,0.0,0.0,0.0,0.0,88.2,76.0,45.0,41.0,11.0,36.0,0.0,106.0,3.0,1.0,5.0,382.0,3.71,1.263,7.7,1.1,3.7,10.8,2.94,97.0,0.7
hicksjo03,Jordan Hicks,27.0,SFG,NL,4.0,7.0,0.364,4.1,29.0,20.0,2.0,0.0,0.0,1.0,109.2,112.0,54.0,50.0,12.0,47.0,0.0,96.0,9.0,2.0,7.0,481.0,4.37,1.45,9.2,1.0,3.9,7.9,2.04,94.0,0.9
hillja01,Jaden Hill,24.0,COL,NL,0.0,0.0,,5.06,9.0,0.0,2.0,0.0,0.0,0.0,10.2,8.0,7.0,6.0,2.0,4.0,0.0,6.0,2.0,0.0,1.0,45.0,6.17,1.125,6.8,1.7,3.4,5.1,1.5,94.0,0.0
hillti01,Tim Hill*,34.0,CHW/NYY,AL,4.0,0.0,1.0,3.36,62.0,0.0,15.0,0.0,0.0,0.0,67.0,77.0,32.0,25.0,2.0,19.0,2.0,31.0,2.0,0.0,0.0,291.0,3.57,1.433,10.3,0.3,2.6,4.2,1.63,123.0,0.5
hjellse01,Sean Hjelle,27.0,SFG,NL,3.0,4.0,0.429,3.9,58.0,0.0,12.0,0.0,0.0,0.0,80.2,84.0,37.0,35.0,10.0,14.0,2.0,75.0,5.0,0.0,0.0,337.0,3.63,1.215,9.4,1.1,1.6,8.4,5.36,99.0,0.6
hodgepo01,Porter Hodge,23.0,CHC,NL,3.0,1.0,0.75,1.88,39.0,0.0,17.0,0.0,0.0,9.0,43.0,19.0,10.0,9.0,2.0,19.0,0.0,52.0,1.0,0.0,1.0,164.0,2.75,0.884,4.0,0.4,4.0,10.9,2.74,213.0,1.3
hoeinbr01,Bryan Hoeing,27.0,MIA/SDP,NL,2.0,3.0,0.4,2.18,34.0,2.0,3.0,0.0,0.0,0.0,53.2,43.0,15.0,13.0,4.0,14.0,1.0,43.0,0.0,0.0,8.0,210.0,3.32,1.062,7.2,0.7,2.3,7.2,3.07,201.0,1.7
hoffmje02,Jeff Hoffman,31.0,PHI,NL,3.0,3.0,0.5,2.17,68.0,0.0,21.0,0.0,0.0,10.0,66.1,48.0,20.0,16.0,6.0,16.0,1.0,89.0,3.0,0.0,5.0,265.0,2.52,0.965,6.5,0.8,2.2,12.1,5.56,188.0,2.0
holdeco01,Colin Holderman,28.0,PIT,NL,3.0,6.0,0.333,3.16,55.0,0.0,5.0,0.0,0.0,0.0,51.1,42.0,23.0,18.0,6.0,25.0,0.0,56.0,5.0,0.0,2.0,223.0,4.26,1.305,7.4,1.1,4.4,9.8,2.24,133.0,0.7
holmagr01,Grant Holman,24.0,OAK,AL,1.0,1.0,0.5,4.02,18.0,0.0,5.0,0.0,0.0,0.0,15.2,17.0,8.0,7.0,1.0,9.0,1.0,16.0,1.0,0.0,1.0,73.0,3.87,1.66,9.8,0.6,5.2,9.2,1.78,100.0,0.3
holmecl01,Clay Holmes,31.0,NYY,AL,3.0,5.0,0.375,3.14,67.0,0.0,50.0,0.0,0.0,30.0,63.0,60.0,29.0,22.0,4.0,22.0,1.0,68.0,3.0,0.0,4.0,271.0,3.02,1.302,8.6,0.6,3.1,9.7,3.09,131.0,0.7
holmegr01,Grant Holmes,28.0,ATL,NL,2.0,1.0,0.667,3.56,26.0,7.0,7.0,0.0,0.0,0.0,68.1,66.0,27.0,27.0,7.0,15.0,2.0,70.0,2.0,0.0,2.0,282.0,3.2,1.185,8.7,0.9,2.0,9.2,4.67,117.0,1.1
holtoty01,Tyler Holton*,28.0,DET,AL,7.0,2.0,0.778,2.19,66.0,9.0,14.0,0.0,0.0,8.0,94.1,57.0,25.0,23.0,7.0,17.0,1.0,77.0,4.0,0.0,0.0,354.0,3.17,0.784,5.4,0.7,1.6,7.3,4.53,186.0,3.1
honeybr01,Brent Honeywell Jr.,29.0,LAD,NL,1.0,1.0,0.5,2.63,20.0,1.0,13.0,0.0,0.0,1.0,37.2,32.0,12.0,11.0,3.0,11.0,0.0,18.0,2.0,1.0,2.0,149.0,4.28,1.142,7.6,0.7,2.6,4.3,1.64,151.0,0.6
hornba01,Bailey Horn*,26.0,BOS,AL,1.0,1.0,0.5,6.5,18.0,0.0,3.0,0.0,0.0,0.0,18.0,22.0,14.0,13.0,5.0,10.0,2.0,13.0,0.0,0.0,0.0,88.0,7.0,1.778,11.0,2.5,5.0,6.5,1.3,67.0,-0.3
houckta01,Tanner Houck,28.0,BOS,AL,9.0,10.0,0.474,3.12,30.0,30.0,0.0,1.0,1.0,0.0,178.2,156.0,75.0,62.0,11.0,48.0,1.0,154.0,16.0,0.0,2.0,743.0,3.32,1.142,7.9,0.6,2.4,7.8,3.21,137.0,3.5
housead01,Adrian Houser,31.0,NYM,NL,1.0,5.0,0.167,5.84,23.0,7.0,9.0,0.0,0.0,1.0,69.1,74.0,48.0,45.0,8.0,32.0,0.0,45.0,4.0,0.0,2.0,309.0,4.93,1.529,9.6,1.0,4.2,5.8,1.41,68.0,-0.9
howarsp01,Spencer Howard,27.0,CLE/SFG,2LG,1.0,2.0,0.333,6.21,9.0,3.0,2.0,0.0,0.0,0.0,29.0,44.0,24.0,20.0,5.0,14.0,0.0,27.0,0.0,0.0,1.0,144.0,4.99,2.0,13.7,1.6,4.3,8.4,1.93,64.0,-0.6
hudsobr01,Bryan Hudson*,27.0,MIL,NL,6.0,1.0,0.857,1.73,43.0,0.0,1.0,0.0,0.0,0.0,62.1,28.0,12.0,12.0,7.0,17.0,0.0,62.0,3.0,1.0,1.0,231.0,3.6,0.722,4.0,1.0,2.5,9.0,3.65,243.0,2.5
hudsoda01,Daniel Hudson,37.0,LAD,NL,6.0,2.0,0.75,3.0,65.0,0.0,19.0,0.0,0.0,10.0,63.0,46.0,25.0,21.0,10.0,19.0,1.0,63.0,1.0,0.0,2.0,253.0,4.18,1.032,6.6,1.4,2.7,9.0,3.32,129.0,0.5
hudsoda02,Dakota Hudson,29.0,COL,NL,2.0,12.0,0.143,6.17,18.0,18.0,0.0,0.0,0.0,0.0,89.0,99.0,66.0,61.0,11.0,50.0,0.0,49.0,5.0,0.0,3.0,404.0,5.53,1.674,10.0,1.1,5.1,5.0,0.98,75.0,-0.8
hughebr01,Brandon Hughes*,28.0,ARI,NL,0.0,0.0,,8.15,15.0,2.0,4.0,0.0,0.0,0.0,17.2,24.0,16.0,16.0,8.0,10.0,0.0,21.0,2.0,0.0,1.0,89.0,8.71,1.925,12.2,4.1,5.1,10.7,2.1,52.0,-0.4
hurtebr01,Brant Hurter*,25.0,DET,AL,6.0,1.0,0.857,2.58,10.0,1.0,1.0,0.0,0.0,0.0,45.1,34.0,13.0,13.0,4.0,6.0,0.0,38.0,0.0,1.0,0.0,175.0,3.03,0.882,6.8,0.8,1.2,7.5,6.33,159.0,1.3
hurtky01,Kyle Hurt,26.0,LAD,NL,0.0,1.0,0.0,1.35,3.0,1.0,0.0,0.0,0.0,0.0,6.2,8.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,27.0,2.72,1.35,10.8,0.0,1.4,4.1,3.0,302.0,0.1
iglesra01,Raisel Iglesias,34.0,ATL,NL,6.0,2.0,0.75,1.95,66.0,0.0,52.0,0.0,0.0,34.0,69.1,38.0,19.0,15.0,4.0,13.0,3.0,68.0,3.0,0.0,1.0,259.0,2.65,0.736,4.9,0.5,1.7,8.8,5.23,214.0,2.9
imanash01,Shota Imanaga*,30.0,CHC,NL,15.0,3.0,0.833,2.91,29.0,29.0,0.0,0.0,0.0,0.0,173.1,149.0,66.0,56.0,27.0,28.0,0.0,174.0,3.0,0.0,3.0,694.0,3.72,1.021,7.7,1.4,1.5,9.0,6.21,137.0,3.1
iriarja01,Jairo Iriarte,22.0,CHW,AL,0.0,1.0,0.0,1.5,6.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,3.0,1.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,30.0,5.17,1.833,4.5,0.0,12.0,9.0,0.75,290.0,0.1
irvinco01,Cole Irvin*,30.0,BAL,AL,6.0,6.0,0.5,5.11,29.0,16.0,4.0,0.0,0.0,1.0,111.0,132.0,71.0,63.0,18.0,29.0,1.0,78.0,6.0,0.0,2.0,492.0,4.82,1.45,10.7,1.5,2.4,6.3,2.69,74.0,-0.9
irvinja01,Jake Irvin,27.0,WSN,NL,10.0,14.0,0.417,4.41,33.0,33.0,0.0,0.0,0.0,0.0,187.2,173.0,97.0,92.0,29.0,52.0,1.0,156.0,4.0,1.0,5.0,769.0,4.41,1.199,8.3,1.4,2.5,7.5,3.0,91.0,1.9
jacksja01,Jay Jackson,36.0,MIN,AL,1.0,2.0,0.333,7.52,20.0,0.0,10.0,0.0,0.0,0.0,26.1,28.0,24.0,22.0,7.0,9.0,0.0,29.0,0.0,0.0,0.0,114.0,5.45,1.405,9.6,2.4,3.1,9.9,3.22,56.0,-0.6
jackslu01,Luke Jackson,32.0,ATL/SFG,NL,4.0,3.0,0.571,5.09,52.0,0.0,14.0,0.0,0.0,0.0,53.0,52.0,33.0,30.0,7.0,26.0,0.0,59.0,2.0,0.0,5.0,235.0,4.24,1.472,8.8,1.2,4.4,10.0,2.27,79.0,-0.4
jacobal01,Alek Jacob,26.0,SDP,NL,0.0,0.0,,2.45,7.0,0.0,2.0,0.0,0.0,0.0,14.2,9.0,4.0,4.0,1.0,2.0,0.0,19.0,2.0,0.0,0.0,57.0,2.28,0.75,5.5,0.6,1.2,11.7,9.5,171.0,0.3
janseke01,Kenley Jansen,36.0,BOS,AL,4.0,2.0,0.667,3.29,54.0,0.0,38.0,0.0,0.0,27.0,54.2,38.0,20.0,20.0,4.0,20.0,2.0,62.0,1.0,2.0,2.0,218.0,3.0,1.061,6.3,0.7,3.3,10.2,3.1,130.0,1.3
jarvibr01,Bryce Jarvis,26.0,ARI,NL,1.0,2.0,0.333,3.19,44.0,0.0,17.0,0.0,0.0,0.0,59.1,52.0,25.0,21.0,6.0,33.0,4.0,38.0,5.0,0.0,4.0,258.0,5.12,1.433,7.9,0.9,5.0,5.8,1.15,132.0,0.8
javiecr01,Cristian Javier,27.0,HOU,AL,3.0,1.0,0.75,3.89,7.0,7.0,0.0,0.0,0.0,0.0,34.2,30.0,16.0,15.0,4.0,19.0,0.0,27.0,0.0,0.0,1.0,150.0,4.75,1.413,7.8,1.0,4.9,7.0,1.42,102.0,0.4
jaxgr01,Griffin Jax,29.0,MIN,AL,5.0,5.0,0.5,2.03,72.0,0.0,16.0,0.0,0.0,10.0,71.0,47.0,19.0,16.0,4.0,15.0,1.0,95.0,2.0,0.0,4.0,276.0,1.94,0.873,6.0,0.5,1.9,12.0,6.33,205.0,2.8
jayty01,Tyler Jay*,30.0,2TM,NL,0.0,0.0,,4.7,5.0,0.0,4.0,0.0,0.0,0.0,7.2,9.0,5.0,4.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,36.0,3.95,1.957,10.6,0.0,7.0,7.0,1.0,94.0,0.0
jeffeda01,Daulton Jefferies,28.0,PIT,NL,0.0,2.0,0.0,9.82,6.0,1.0,2.0,0.0,0.0,0.0,14.2,24.0,20.0,16.0,4.0,4.0,0.0,12.0,1.0,0.0,0.0,73.0,6.1,1.909,14.7,2.5,2.5,7.4,3.0,44.0,-0.7
jimenda01,Dany Jiménez,30.0,OAK,AL,1.0,3.0,0.25,4.91,25.0,0.0,9.0,0.0,0.0,1.0,25.2,21.0,18.0,14.0,6.0,19.0,0.0,25.0,1.0,0.0,0.0,117.0,6.6,1.558,7.4,2.1,6.7,8.8,1.32,81.0,-0.3
jimenjo02,Joe Jiménez,29.0,ATL,NL,1.0,5.0,0.167,2.62,69.0,0.0,7.0,0.0,0.0,3.0,68.2,45.0,22.0,20.0,2.0,23.0,1.0,82.0,4.0,0.0,0.0,277.0,2.34,0.99,5.9,0.3,3.0,10.7,3.57,159.0,1.8
johnspi01,Pierce Johnson,33.0,ATL,NL,6.0,6.0,0.5,3.67,58.0,0.0,12.0,0.0,0.0,2.0,56.1,48.0,25.0,23.0,6.0,25.0,1.0,67.0,2.0,0.0,2.0,236.0,3.61,1.296,7.7,1.0,4.0,10.7,2.68,113.0,0.7
jonesja09,Jared Jones,22.0,PIT,NL,6.0,8.0,0.429,4.14,22.0,22.0,0.0,0.0,0.0,0.0,121.2,106.0,60.0,56.0,18.0,39.0,1.0,132.0,5.0,0.0,3.0,504.0,4.01,1.192,7.8,1.3,2.9,9.8,3.38,101.0,1.8
joycebe01,Ben Joyce,23.0,LAA,AL,2.0,0.0,1.0,2.08,31.0,1.0,12.0,0.0,0.0,4.0,34.2,26.0,8.0,8.0,1.0,14.0,0.0,33.0,4.0,0.0,4.0,142.0,3.2,1.154,6.8,0.3,3.6,8.6,2.36,203.0,1.7
junisja01,Jakob Junis,31.0,CIN/MIL,NL,4.0,0.0,1.0,2.69,24.0,6.0,4.0,0.0,0.0,1.0,67.0,49.0,22.0,20.0,8.0,8.0,0.0,51.0,3.0,0.0,1.0,253.0,3.69,0.851,6.6,1.1,1.1,6.9,6.38,162.0,1.8
junkja01,Janson Junk,28.0,MIL,2LG,0.0,0.0,,14.63,6.0,0.0,2.0,0.0,0.0,0.0,8.0,22.0,13.0,13.0,3.0,4.0,0.0,8.0,0.0,0.0,1.0,48.0,5.17,3.25,24.8,3.4,4.5,9.0,2.0,31.0,-0.1
kahnlto01,Tommy Kahnle,34.0,NYY,AL,0.0,2.0,0.0,2.11,50.0,0.0,8.0,0.0,0.0,1.0,42.2,30.0,16.0,10.0,5.0,19.0,1.0,46.0,2.0,0.0,1.0,179.0,4.01,1.148,6.3,1.1,4.0,9.7,2.42,196.0,0.8
kellebr01,Brad Keller,28.0,BOS/CHW,AL,0.0,4.0,0.0,5.44,16.0,2.0,8.0,0.0,0.0,1.0,41.1,48.0,28.0,25.0,9.0,15.0,0.0,32.0,2.0,0.0,3.0,192.0,5.68,1.524,10.5,2.0,3.3,7.0,2.13,78.0,-0.3
kellemi03,Mitch Keller,28.0,PIT,NL,11.0,12.0,0.478,4.25,31.0,31.0,0.0,1.0,0.0,0.0,178.0,182.0,90.0,84.0,23.0,50.0,0.0,166.0,15.0,2.0,1.0,773.0,4.08,1.303,9.2,1.2,2.5,8.4,3.32,99.0,2.0
kellyca01,Casey Kelly,34.0,CIN,NL,0.0,0.0,,5.06,2.0,0.0,1.0,0.0,0.0,1.0,5.1,5.0,3.0,3.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,21.0,4.67,1.125,8.4,1.7,1.7,6.8,4.0,92.0,0.0
kellyjo05,Joe Kelly,36.0,LAD,NL,1.0,1.0,0.5,4.78,35.0,0.0,2.0,0.0,0.0,0.0,32.0,31.0,19.0,17.0,4.0,16.0,1.0,35.0,5.0,2.0,3.0,143.0,4.57,1.469,8.7,1.1,4.5,9.8,2.19,81.0,-0.4
kellyke02,Kevin Kelly,26.0,TBR,AL,5.0,2.0,0.714,2.67,68.0,0.0,13.0,0.0,0.0,1.0,70.2,59.0,25.0,21.0,7.0,9.0,1.0,63.0,5.0,0.0,1.0,278.0,3.27,0.962,7.5,0.9,1.1,8.0,7.0,150.0,1.7
kellyme01,Merrill Kelly,35.0,ARI,NL,5.0,1.0,0.833,4.03,13.0,13.0,0.0,0.0,0.0,0.0,73.2,67.0,35.0,33.0,11.0,19.0,0.0,63.0,2.0,2.0,1.0,300.0,4.25,1.167,8.2,1.3,2.3,7.7,3.32,104.0,1.0
kellymi03,Michael Kelly,31.0,OAK,AL,3.0,2.0,0.6,2.59,28.0,0.0,13.0,0.0,0.0,0.0,31.1,27.0,11.0,9.0,2.0,10.0,1.0,22.0,3.0,0.0,1.0,128.0,3.84,1.181,7.8,0.6,2.9,6.3,2.2,154.0,0.8
kellyza01,Zack Kelly,29.0,BOS,AL,6.0,3.0,0.667,3.97,49.0,3.0,8.0,0.0,0.0,0.0,56.2,44.0,31.0,25.0,10.0,27.0,3.0,61.0,2.0,1.0,2.0,241.0,4.84,1.253,7.0,1.6,4.3,9.7,2.26,108.0,0.6
kerkeor01,Orion Kerkering,23.0,PHI,NL,5.0,3.0,0.625,2.29,64.0,2.0,6.0,0.0,0.0,0.0,63.0,51.0,20.0,16.0,2.0,17.0,0.0,74.0,8.0,0.0,1.0,257.0,2.42,1.079,7.3,0.3,2.4,10.6,4.35,178.0,1.6
kerrra01,Ray Kerr*,29.0,ATL,NL,1.0,2.0,0.333,5.64,10.0,2.0,3.0,0.0,0.0,0.0,22.1,29.0,14.0,14.0,4.0,7.0,0.0,27.0,3.0,0.0,2.0,103.0,4.42,1.612,11.7,1.6,2.8,10.9,3.86,75.0,-0.1
kershcl01,Clayton Kershaw*,36.0,LAD,NL,2.0,2.0,0.5,4.5,7.0,7.0,0.0,0.0,0.0,0.0,30.0,36.0,19.0,15.0,2.0,9.0,1.0,24.0,2.0,1.0,2.0,133.0,3.53,1.5,10.8,0.6,2.7,7.2,2.67,87.0,-0.3
keuchda01,Dallas Keuchel*,36.0,MIL,NL,0.0,0.0,,5.4,4.0,4.0,0.0,0.0,0.0,0.0,16.2,23.0,10.0,10.0,3.0,8.0,0.0,11.0,0.0,0.0,0.0,79.0,5.63,1.86,12.4,1.6,4.3,5.9,1.38,79.0,0.0
kikucyu01,Yusei Kikuchi*,33.0,HOU/TOR,AL,9.0,10.0,0.474,4.05,32.0,32.0,0.0,0.0,0.0,0.0,175.2,167.0,85.0,79.0,25.0,44.0,0.0,206.0,2.0,0.0,4.0,736.0,3.46,1.201,8.6,1.3,2.3,10.6,4.68,99.0,1.4
kiliaca01,Caleb Kilian,27.0,CHC,NL,0.0,1.0,0.0,4.22,2.0,1.0,0.0,0.0,0.0,0.0,10.2,11.0,6.0,5.0,2.0,6.0,0.0,7.0,0.0,0.0,1.0,48.0,5.98,1.594,9.3,1.7,5.1,5.9,1.17,98.0,0.0
kimbrcr01,Craig Kimbrel,36.0,BAL,AL,7.0,5.0,0.583,5.33,57.0,0.0,39.0,0.0,0.0,23.0,52.1,40.0,35.0,31.0,7.0,31.0,1.0,73.0,5.0,1.0,3.0,232.0,4.18,1.357,6.9,1.2,5.3,12.6,2.35,71.0,-1.1
kingbr02,Bryan King*,27.0,HOU,AL,1.0,0.0,1.0,2.39,28.0,0.0,7.0,0.0,0.0,0.0,26.1,20.0,7.0,7.0,1.0,10.0,0.0,32.0,3.0,0.0,0.0,109.0,2.71,1.139,6.8,0.3,3.4,10.9,3.2,167.0,0.6
kingjo01,John King*,29.0,STL,NL,3.0,3.0,0.5,2.85,56.0,0.0,10.0,0.0,0.0,0.0,60.0,58.0,23.0,19.0,5.0,14.0,1.0,38.0,1.0,1.0,3.0,248.0,3.73,1.2,8.7,0.8,2.1,5.7,2.71,148.0,0.8
kingmi01,Michael King,29.0,SDP,NL,13.0,9.0,0.591,2.95,31.0,30.0,0.0,0.0,0.0,0.0,173.2,144.0,71.0,57.0,17.0,63.0,2.0,201.0,7.0,0.0,1.0,726.0,3.33,1.192,7.5,0.9,3.3,10.4,3.19,139.0,4.1
kinlety01,Tyler Kinley,33.0,COL,NL,6.0,1.0,0.857,6.19,67.0,0.0,25.0,0.0,0.0,12.0,64.0,61.0,44.0,44.0,11.0,33.0,2.0,72.0,2.0,0.0,6.0,285.0,4.79,1.469,8.6,1.5,4.6,10.1,2.18,75.0,-0.3
kirbyge01,George Kirby,26.0,SEA,AL,14.0,11.0,0.56,3.53,33.0,33.0,0.0,0.0,0.0,0.0,191.0,181.0,82.0,75.0,22.0,23.0,0.0,179.0,7.0,1.0,5.0,778.0,3.26,1.068,8.5,1.0,1.1,8.4,7.78,104.0,1.9
kitchau01,Austin Kitchen*,27.0,MIA,NL,0.0,1.0,0.0,14.14,4.0,1.0,1.0,0.0,0.0,0.0,7.0,16.0,12.0,11.0,1.0,3.0,0.0,4.0,0.0,1.0,0.0,42.0,5.17,2.714,20.6,1.3,3.9,5.1,1.33,33.0,-0.5
